SPOTPRICEHISTORY	us-east-2b	p3.2xlarge	Linux/UNIX	0.918000	2021-07-30T17:10:32.000Z
SPOTPRICEHISTORY	us-east-2a	p3.2xlarge	Linux/UNIX	0.918000	2021-07-30T17:10:32.000Z
SPOTPRICEHISTORY	us-east-2b	p3.2xlarge	Linux/UNIX	0.918000	2021-07-29T17:10:11.000Z
SPOTPRICEHISTORY	us-east-2a	p3.2xlarge	Linux/UNIX	0.918000	2021-07-29T17:10:11.000Z
SPOTPRICEHISTORY	us-east-2b	p3.2xlarge	Linux/UNIX	0.918000	2021-07-28T17:09:41.000Z
SPOTPRICEHISTORY	us-east-2a	p3.2xlarge	Linux/UNIX	0.918000	2021-07-28T17:09:41.000Z
SPOTPRICEHISTORY	us-east-2b	p3.2xlarge	Linux/UNIX	0.918000	2021-07-27T17:09:41.000Z
SPOTPRICEHISTORY	us-east-2a	p3.2xlarge	Linux/UNIX	0.918000	2021-07-27T17:09:41.000Z
SPOTPRICEHISTORY	us-east-2b	p3.2xlarge	Linux/UNIX	0.918000	2021-07-26T21:24:41.000Z
SPOTPRICEHISTORY	us-east-2a	p3.2xlarge	Linux/UNIX	0.918000	2021-07-26T21:24:41.000Z
